INSERT ALL
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS001', 'pw001', '강서람', '010-7366-6957', 'gsr@test.com', '서울시 테스트로 1번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '900907-2952441', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS012', 'pw012', '정현율', '010-5183-4625', 'jhy@test.com', '서울시 테스트로 12번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '851110-8536402', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS013', 'pw013', '강시솔', '010-5244-4917', 'gss@test.com', '서울시 테스트로 13번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '810611-8643551', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS014', 'pw014', '서도후', '010-3223-5530', 'sdh@test.com', '서울시 테스트로 14번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '740609-8681272', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS015', 'pw015', '조도우', '010-6253-3503', 'jdw@test.com', '서울시 테스트로 15번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '940105-9608741', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS016', 'pw016', '이예우', '010-9196-1745', 'lyw@test.com', '서울시 테스트로 16번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '960725-6418715', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS017', 'pw017', '장예우', '010-3522-2860', 'jyw@test.com', '서울시 테스트로 17번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '881015-2354915', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS018', 'pw018', '강나윤', '010-3900-6118', 'gny@test.com', '서울시 테스트로 18번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '950308-7453860', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS019', 'pw019', '신서우', '010-3317-1073', 'ssw@test.com', '서울시 테스트로 19번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '930405-2682416', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS020', 'pw020', '서재민', '010-9158-2095', 'sjm@test.com', '서울시 테스트로 20번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '890811-8110176', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS021', 'pw021', '조태연', '010-2438-6471', 'jty@test.com', '서울시 테스트로 21번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '891023-8524590', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS022', 'pw022', '김은윤', '010-5827-3485', 'key@test.com', '서울시 테스트로 22번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '980510-7062323', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS023', 'pw023', '오도빈', '010-3172-6827', 'odb@test.com', '서울시 테스트로 23번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '740808-2047843', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS024', 'pw024', '박하빈', '010-6625-8702', 'phb@test.com', '서울시 테스트로 24번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '840804-7918986', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS025', 'pw025', '정재윤', '010-6098-4803', 'jjy@test.com', '서울시 테스트로 25번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '780611-2323354', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS026', 'pw026', '김현솔', '010-9196-7978', 'khs@test.com', '서울시 테스트로 26번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '760525-3371439', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS027', 'pw027', '박현윤', '010-6505-2382', 'phy@test.com', '서울시 테스트로 27번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '940612-7712264', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS028', 'pw028', '장서민', '010-8724-6220', 'jsm@test.com', '서울시 테스트로 28번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '810326-1518834', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS029', 'pw029', '장수준', '010-1291-4877', 'js@test.com', '서울시 테스트로 29번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '881206-6470007', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS030', 'pw030', '장재율', '010-4433-9282', 'jjy@test.com', '서울시 테스트로 30번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '900825-5481834', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS031', 'pw031', '권재경', '010-4565-5416', 'kjk@test.com', '서울시 테스트로 31번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '940116-3520635', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS032', 'pw032', '강서경', '010-3870-7748', 'gsk@test.com', '서울시 테스트로 32번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '900328-7366793', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS033', 'pw033', '이재율', '010-9457-5327', 'ljy@test.com', '서울시 테스트로 33번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '721225-4428978', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS034', 'pw034', '한서경', '010-5543-9584', 'hsk@test.com', '서울시 테스트로 34번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '900217-6315963', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS035', 'pw035', '박서후', '010-2997-8693', 'psh@test.com', '서울시 테스트로 35번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '880321-1519350', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS036', 'pw036', '이은우', '010-2879-9064', 'lew@test.com', '서울시 테스트로 36번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '860203-1883394', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS037', 'pw037', '이시윤', '010-4023-3664', 'lsy@test.com', '서울시 테스트로 37번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '761228-8176187', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS038', 'pw038', '최지윤', '010-1205-1907', 'cjy@test.com', '서울시 테스트로 38번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '990816-5261481', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS039', 'pw039', '조시현', '010-2207-4278', 'jsh@test.com', '서울시 테스트로 39번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '930724-3362449', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS040', 'pw040', '박지진', '010-7984-2663', 'pjj@test.com', '서울시 테스트로 40번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '781216-7199791', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS041', 'pw041', '김재연', '010-8413-5435', 'kjy@test.com', '서울시 테스트로 41번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '740226-5806464', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS042', 'pw042', '이지빈', '010-5623-6289', 'ljb@test.com', '서울시 테스트로 42번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '990804-7365832', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS043', 'pw043', '이유솔', '010-4794-8783', 'lys@test.com', '서울시 테스트로 43번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '790804-8315233', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS044', 'pw044', '한도경', '010-9186-9226', 'hdk@test.com', '서울시 테스트로 44번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '820418-8478064', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS045', 'pw045', '서도민', '010-1379-4939', 'sdm@test.com', '서울시 테스트로 45번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '970208-3138873', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS046', 'pw046', '신재윤', '010-7577-8964', 'sjy@test.com', '서울시 테스트로 46번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '791215-2862256', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS047', 'pw047', '박유빈', '010-7103-2985', 'pyb@test.com', '서울시 테스트로 47번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '940308-3503149', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS048', 'pw048', '윤은율', '010-9635-8454', 'yey@test.com', '서울시 테스트로 48번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '890815-5691836', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS049', 'pw049', '한현율', '010-9746-5035', 'hhy@test.com', '서울시 테스트로 49번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '951121-2391004', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS050', 'pw050', '권재람', '010-7856-6421', 'kjr@test.com', '서울시 테스트로 50번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '710423-1853914', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS051', 'pw051', '최민후', '010-2120-5825', 'cmh@test.com', '서울시 테스트로 51번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '911123-6205818', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS052', 'pw052', '최서영', '010-1503-5908', 'csy@test.com', '서울시 테스트로 52번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '751107-3999655', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS053', 'pw053', '최현윤', '010-4033-2572', 'chy@test.com', '서울시 테스트로 53번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '730208-5320780', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS054', 'pw054', '박지빈', '010-8331-4213', 'pjb@test.com', '서울시 테스트로 54번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '960121-2635291', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS055', 'pw055', '한지후', '010-3004-5123', 'hjh@test.com', '서울시 테스트로 55번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '750201-8074950', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS056', 'pw056', '오지솔', '010-6638-6786', 'ojs@test.com', '서울시 테스트로 56번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '781215-2314390', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS057', 'pw057', '정예준', '010-8646-8762', 'jy@test.com', '서울시 테스트로 57번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '810408-3904106', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS058', 'pw058', '신하민', '010-9225-6403', 'shm@test.com', '서울시 테스트로 58번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '820326-6561440', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS059', 'pw059', '강도현', '010-4706-7407', 'gdh@test.com', '서울시 테스트로 59번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '900819-6849756', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS060', 'pw060', '한재현', '010-5615-8108', 'hjh@test.com', '서울시 테스트로 60번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '860220-1366058', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS061', 'pw061', '정수현', '010-3037-2236', 'jsh@test.com', '서울시 테스트로 61번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '951115-6245048', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS062', 'pw062', '최태연', '010-8251-9819', 'cty@test.com', '서울시 테스트로 62번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '791005-7510978', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS063', 'pw063', '한현빈', '010-8929-6071', 'hhb@test.com', '서울시 테스트로 63번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '810126-7735229', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS064', 'pw064', '오시솔', '010-3723-3051', 'oss@test.com', '서울시 테스트로 64번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '860217-8318002', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS065', 'pw065', '조도율', '010-7646-7156', 'jdy@test.com', '서울시 테스트로 65번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '760426-9589836', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS066', 'pw066', '조재후', '010-9308-4130', 'jjh@test.com', '서울시 테스트로 66번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '700319-2229664', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS067', 'pw067', '정은아', '010-1872-9828', 'je@test.com', '서울시 테스트로 67번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '900427-5463982', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS068', 'pw068', '강지율', '010-1571-6483', 'gjy@test.com', '서울시 테스트로 68번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '730928-5358022', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS069', 'pw069', '정유경', '010-9709-7145', 'jyk@test.com', '서울시 테스트로 69번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '990215-1148548', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS070', 'pw070', '권도율', '010-9038-4411', 'kdy@test.com', '서울시 테스트로 70번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '960918-4179806', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS071', 'pw071', '장은아', '010-1595-1266', 'je@test.com', '서울시 테스트로 71번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '790301-6258137', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS072', 'pw072', '강나준', '010-4041-3749', 'gn@test.com', '서울시 테스트로 72번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '751119-5461341', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS073', 'pw073', '임도현', '010-5475-4154', 'ldh@test.com', '서울시 테스트로 73번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '910605-3744506', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS074', 'pw074', '오태민', '010-1741-8041', 'otm@test.com', '서울시 테스트로 74번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '720102-1854339', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS075', 'pw075', '권하진', '010-8191-9403', 'khj@test.com', '서울시 테스트로 75번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '780228-5431231', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS076', 'pw076', '권수우', '010-7346-4860', 'ksw@test.com', '서울시 테스트로 76번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '710712-9730492', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS077', 'pw077', '신도준', '010-2374-6777', 'sd@test.com', '서울시 테스트로 77번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '881216-2318933', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS078', 'pw078', '강수민', '010-7648-2323', 'gsm@test.com', '서울시 테스트로 78번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '770923-1703985', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS079', 'pw079', '장수진', '010-8216-1705', 'jsj@test.com', '서울시 테스트로 79번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '920718-7628611', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS080', 'pw080', '이하아', '010-4323-4638', 'lh@test.com', '서울시 테스트로 80번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '701109-2312072', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS081', 'pw081', '이유아', '010-4429-7948', 'ly@test.com', '서울시 테스트로 81번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '870424-8186053', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS082', 'pw082', '이지준', '010-7624-6672', 'lj@test.com', '서울시 테스트로 82번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '890701-8189179', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS083', 'pw083', '권민율', '010-5845-4778', 'kmy@test.com', '서울시 테스트로 83번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '740126-5326086', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS084', 'pw084', '장나빈', '010-2024-6368', 'jnb@test.com', '서울시 테스트로 84번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '820514-2619688', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS085', 'pw085', '신나솔', '010-7329-8366', 'sns@test.com', '서울시 테스트로 85번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '801123-8037056', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS086', 'pw086', '권지우', '010-8949-4016', 'kjw@test.com', '서울시 테스트로 86번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '910812-4917231', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS087', 'pw087', '강태연', '010-8325-7312', 'gty@test.com', '서울시 테스트로 87번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '981222-5591553', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS088', 'pw088', '조예경', '010-4980-1329', 'jyk@test.com', '서울시 테스트로 88번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '850223-3619313', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS089', 'pw089', '오은진', '010-9892-5631', 'oej@test.com', '서울시 테스트로 89번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '950427-7688202', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS090', 'pw090', '권시윤', '010-1397-4805', 'ksy@test.com', '서울시 테스트로 90번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '750910-3014408', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS091', 'pw091', '장예준', '010-4395-2403', 'jy@test.com', '서울시 테스트로 91번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '910614-5483427', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS092', 'pw092', '강현빈', '010-2037-3877', 'ghb@test.com', '서울시 테스트로 92번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '771226-8032874', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS093', 'pw093', '조도민', '010-3429-9358', 'jdm@test.com', '서울시 테스트로 93번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '981017-1888807', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS094', 'pw094', '한도영', '010-3093-8303', 'hdy@test.com', '서울시 테스트로 94번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '700125-5324473', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS095', 'pw095', '최현우', '010-8210-2264', 'chw@test.com', '서울시 테스트로 95번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '850406-7196678', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS096', 'pw096', '김지율', '010-7422-4204', 'kjy@test.com', '서울시 테스트로 96번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '870120-6412831', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS097', 'pw097', '박도연', '010-1832-4255', 'pdy@test.com', '서울시 테스트로 97번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '960328-7917727', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS098', 'pw098', '조시람', '010-1983-6289', 'jsr@test.com', '서울시 테스트로 98번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '760914-3647993', '0', 'N')
  INTO customer(cus_id, pwd, name, tel, email, address, reg, rrn, class_id, dormancy) VALUES ('CUS099', 'pw099', '권서준', '010-1930-5545', 'ks@test.com', '서울시 테스트로 99번지', TO_DATE('2025-11-12', 'YYYY-MM-DD'), '870212-9597532', '0', 'N')
